category,screenname,text
Information,Nestle,@BethFoodAg We r the first co. to develop commitments on nutrition &amp; founding member of IFBA http://t.co/44OBrfAn4B  http://t.co/uB7hEh1lYp
Dialogue,Merck,@elaonik You're right! We should take care of our health and celebrate each day!
Dialogue,Merck,@FoodBankHV Great pic! Thanks for sharing!
Dialogue,Merck,@FoodBankHV Thank YOU!
Dialogue,Merck,@GCIHealth Kudos to the diabetes team! Congrats!
Information,Citi,@GFmag names Citi Ã¢â‚¬Å“Best Regional Derivatives ProviderÃ¢â‚¬Âù in #LATAM Ã¢â‚¬â€œ honored to receive award 3 yrs in a row! http://t.co/6OCKu4xh0J
Dialogue,Merck,@HealthBridgeHIO Awesome! Thanks for sharing!
Dialogue,Merck,@HealthyNewborns So are we!
Information,Nestle,@Josephnirico We support consumerÃ¢â‚¬â„¢s right to know what is in their food http://t.co/mO6zM7P57Y
Dialogue,Merck,"@MDFoodBank Kudos to our employee volunteers! Great pic, thanks for sharing!"
Dialogue,Merck,@MfgExecutive Thanks for the recognition! Proud to be selected for the awards!
Dialogue,Merck,@NatlHealthyStrt Can't wait!
Action,Merck,"@nyagrodha If you have any questions or concerns, please contact Animal Health Technical Services at 800-224-5318."
Information,pfizer_news,"@SpringboardEnt Oracle Award winner, Pfizer's Adele Gulfo, @gulfoa: At inflection points, the more challenging path will lead to greatness"
Dialogue,Nestle,"@TahGallardo Crunch today, crunches tomorrow. #HealthPlan"
Dialogue,Merck,@txhealthplans Proud to be a gold sponsor!
Information,Nestle,@WhistlerFoodie We arenÃ¢â‚¬â„¢t patenting Nigella sativa. The patent wonÃ¢â‚¬â„¢t prevent the use for traditional&amp;natural remedies http://t.co/vr5pxLVvlK
Information,Citi,&gt; 20mil Americans lack access to healthy #food. @RevolutionFoods is building lifelong healthy eaters http://t.co/A6afGJKbj0 #progressmakers
Action,Citi,#1 question after our #progressmakers TV spot: How do I get @RevolutionFoods in my kid's #school? Start here: http://t.co/zS9FxUlJCv #impinv
Information,Citi,#China: Citi Cup Awards Celebrate Young Talents in Financial Innovation in Guangzhou http://t.co/8W3VM8fCgc
Information,Citi,"#Citi &amp; healthcare leaders, w/ the help of the mainframe are moving patient payments into digital age http://t.co/ac2EDIpQHz #progressmakers"
Information,Citi,"#Citi given 5 global awards - Most #Innovative Investment Bank 4 Equities, Prime Brokerage &amp; Risk Mgt. http://t.co/obvuu3NGQ8 (Sub. Req.)"
Information,Citi,#Citi is excited to be a finalist at the #EdisonAwards in the Innovative Services category for Money2 for Health! http://t.co/ot85t8lQtT
Information,Citi,#Citi receives 2014 Community Reinvestment Award for Texas college savings program w/ @RAISETexas http://t.co/IRp11td4JQ
Information,Citi,#CitiÃ¢â‚¬â„¢s Money2 for Health was named a Bronze Winner at the #EdisonAwards last week in San Francisco! http://t.co/V5pSmS156h
Information,Citi,"#CitiVolunteers in #LA build a hub for engagement, health &amp; physical activity with the #Citi Gardens project http://t.co/hX0gh8nN5y"
Information,DanoneGroup,#Dannon commits to further improve nutrition profile of its yogurt with partnership for a healthier America http://t.co/txB4m19IIw
Information,DanoneGroup,"#Danone fresh #dairy production covers #health, #satiety, #children's &amp; #indulgence products http://t.co/hajZaeeAaa"
Information,DanoneGroup,#Danone Japan has just won the 2014 French Business Awards for its BiO (#Activia) Fruit-on-the-Bottom series! http://t.co/Xtr7sH8gyp
Information,DanoneGroup,#Danone just received the 2nd 2014 #Reputation Award with a 1st prize for societal responsibility #tropheeReputation http://t.co/dweHzT74rH
Information,DanoneGroup,#Danone supports the @H4HInitiative: an initiative to highlight the importance of healthy #hydration http://t.co/4igbFdc8iU
Information,DanoneGroup,"#Danone with @iofbonehealth organized a walking day for #bonehealth in Brazil &amp; encouraged 20,000 people to take care of their #bones"
Information,Citi,#Fashionforward: how #FTCitiAwards finalist @NPG uses the runway to help youths creatively channel energy: http://t.co/szufjsgWeT #style
Information,Nestle,#GYOVeggies is all part of our #HealthyKids Global Programme: http://t.co/XKuBByM2iH
Information,Nestle,"#Health is wealth panel 0915CET w/our CEO, @novartis @NIHDirector @MauricioCard @ariannahuff Live webcast: http://t.co/ntJBTtfvlo #wef2014"
Action,Nestle,#HealthyBytes 1: Try to eat fruit and vegetables 5 times a day! http://t.co/LlZ7EtkiFf
Action,Nestle,#HealthyBytes 2: No time to go for exercise? Here is an easy one for you to do at the office! http://t.co/gNI4GxsQIm
Action,Nestle,#HealthyBytes 3: Visualize your goal. It will motivate you! http://t.co/6TyPKiSYbm
Action,Nestle,#HealthyBytes 4: Stuck in traffic again? These simple exercises will help you to pass the time and stay fit! http://t.co/PDRSn3u1VI
Action,Nestle,#HealthyBytes 5: How much water do you drink a day? Here's a tip for staying hydrated in the office! http://t.co/YnUyk7lbUi
Action,Nestle,#HealthyBytes 6: Find it hard to manage your calories intake during the festive season? Here're some tips for you! http://t.co/jBvbGtXwjR
Action,Nestle,#HealthyBytes 7: A healthy lifestyle has never been so easy! Watch the video and try it out! http://t.co/3ioc2MwFZU
Action,Nestle,#HealthyBytes 8: Take a guess! Does sleep deprivation make you fatter or slimmer? Watch the video http://t.co/7qOBZz0tSa
Action,Merck,"#HPV causes most cases of #cervicalcancer. During #CervicalHealthMonth, learn the facts: http://t.co/mFIH4yJCws"
Information,Nestle,#ICYMI: #Nestle launches luxury dog food in Brazil: http://t.co/n0vlmUg0Ts @Purina http://t.co/vxvBGHE7bK
Information,Nestle,#ICYMI: #Nestle to acquire aesthetic dermatology assets for NestlÃƒÂ© Skin Health. http://t.co/EI3UwzD0ec
Action,Nestle,#ICYMI: 10 Healthy Eating Tips for Kids. http://t.co/wAjkCuuqAo http://t.co/tTIaKjErgn
Information,Nestle,#ICYMI: Nestle UK wins innovation award for school leavers scheme. http://t.co/9Sk4XABS80 http://t.co/bCFmY9ziP7
Information,Nestle,#IVD2013: we applaud our Italian colleagues for helping collect food for @BancoAlimentare @actioncounts #actioncounts
Information,Nestle,#loreal stake in #Galderma transferred to Nestle. #Nestle Skin Health will be built on foundations of Galderma
Action,Merck,#MerckForMothers aims to improve the health and well-being of moms everywhere. RT if your mother made a difference in your life!
Information,Merck,#MerckforMothers is working to improve maternal health in US w/ a focus where rates of deaths are irregularly high http://t.co/zYc4orKGUT
Action,Merck,#MerckforMothers launches its U.S. program with leading maternal health organizations!  Learn more: http://t.co/Blw1ptBTnq
Information,Merck,#MerckForMothers' Naveen Rao shines a spotlight on how we're partnering to promote womenÃ¢â‚¬â„¢s health in the US: http://t.co/mk59emaXF6 #NWHW
Information,Nestle,#Nestle Canada teams up with @AgMuseum to help kids learn about food science and healthy eating: http://t.co/la8GaBSHxr
Information,Nestle,"#Nestle CEO ""Creation of Nestle Skin Health is an important step - we're extending the boundaries of health and wellness"""
Information,Nestle,"#Nestle CEO ""Nutrition, health and wellness is our strongest profitable growth platform"" 2013 full-year results"
Information,Nestle,"#Nestle CEO ""We believe in decentralisation. Food is local. We try to bring our decision making as close as possible to where consumers are"""
Information,Nestle,"#Nestle CEO Ã¢â‚¬Å“Our long-term strategic direction is to be the leader in nutrition, health and wellness.Ã¢â‚¬Âù http://t.co/ALWzPyDubb"
Information,Nestle,#nestle CEO in the kitchen Ã¢â‚¬â€œ as Malaysians make healthy pledge http://t.co/GfWn0qXb3o http://t.co/uRg6lkLOOS
Information,Nestle,"#nestle CEO Paul Bulcke: ""NestlÃƒÂ© Skin Health is based on our core values of R&amp;D plus innovation with a promising pipeline of products"""
Information,Nestle,"#nestle CEO Paul Bulcke: ""NestlÃƒÂ© Skin Health is part of our nutrition, health and wellness strategy - broadening our horizons .."""
Information,Nestle,#Nestle CEO says Nestle Health Science and Nestle Skin Health businesses are result of company seizing new opportunities in science &amp; tech
Information,Nestle,"#Nestle CEO: Ã¢â‚¬Å“NestlÃƒÂ©Ã¢â‚¬â„¢s ambition is to enhance the quality of consumerÃ¢â‚¬â„¢s lives through nutrition, health and wellnessÃ¢â‚¬Âù"
Information,Nestle,"#Nestle CFO ""We've grown by staying in touch with our consumers - delivering products that are tastier, healthier and affordable."""
Information,Nestle,"#Nestle Chairman says on clear path towards realising aim to be the world leader in nutrition, health and wellness"
Information,Nestle,#Nestle Chairman: Skin Health Ã¢â‚¬Å“a new platform of considerable size for profitable growthÃ¢â‚¬Âù
Information,Nestle,#Nestle Chairman: Skin Health will offer Ã¢â‚¬Å“a wide range of innovative and scientifically proven productsÃ¢â‚¬Âù
Information,Nestle,"#nestle David Rennie: Ã¢â‚¬Å“Food sustainability isnÃ¢â‚¬â„¢t only about environment but also nutrition, social and economic aspectsÃ¢â‚¬Âù #epc_eu"
Information,Nestle,"#nestle expands nutrition, health and wellness strategy creates new subsidiary Nestle Skin Health http://t.co/qTHa89LPaI"
Information,Nestle,#Nestle launches luxury dog food in Brazil: http://t.co/JSIoeLOLHh @Purina http://t.co/sbMGSU6p68
Information,Nestle,#nestle sells part of its stake in #loreal to create new company Nestle Skin Health http://t.co/qTHa89LPaI
Information,Nestle,#Nestle to acquire aesthetic dermatology assets for NestlÃƒÂ© Skin Health: http://t.co/BZigvb9K4D
Action,Nestle,"#NINS2013 session 1 has begun, chaired by Mike Gibney, Institute of Food&amp;Health, Uni College, Dublin. Live webcast: http://t.co/kVFrdgUpuO"
Information,DanoneGroup,"#Prostokvashino, the leading national food brand excluding beverages in Russia, is experiencing double-digit growth http://t.co/9UuWSn8Map"
Action,Citi,#Startup Tip: Ã¢â‚¬Å“A more productive work ethic starts w/ a healthier lifestyleÃ¢â‚¬Âù Ã¢â‚¬â€œ 5 tips for living #healthy: http://t.co/jHVLVKipdO @yec
Action,Citi,#Startup Tip: Bolster your financial health Ã¢â‚¬â€œ This is where discipline must override passion. Learn more: http://t.co/uqrceyGvF9
Information,Nestle,"7,700 products reformulated for nutrition or health considerations in 2013 #nestle #sharedvalue http://t.co/r97L9HTLva"
Information,Nestle,A healthy breakfast kick-starts the body and helps maintain energy: http://t.co/pajGQ5xhA3 #HealthyTips http://t.co/n9t8YvQQUy
Information,DanoneGroup,A PM Food &amp; Dairy Consulting report shows that the production of #yogurt &amp; fermented #dairy products increased by +55% in the last 10yrs!
Information,Nestle,Ã¢â‚¬ËœYou're in charge of your own bodyÃ¢â‚¬â„¢ Our Healthy Kids programme in Japan helps children adopt a healthy diet http://t.co/e2c3pbBu07 #WFD2013
Information,Nestle,Ã¢â‚¬Å“#Nestle among the first companies to sign up to supply chain initiativeÃ¢â‚¬Âù http://t.co/yENc84Vgc5 via @FoodNavigator
Information,Citi,Ã¢â‚¬Å“Beneficios de CitiÃ¢â‚¬Âù named Best Consumer #Mobile App at 2013 #LATAM Digital Awards Ã¢â‚¬â€œSpecial thanks to clients &amp; team! http://t.co/QGFe3btYOD
Information,Nestle,Ã¢â‚¬Å“NestlÃƒÂ© becomes 100th member of initiative to cut food wasteÃ¢â‚¬Âù http://t.co/Z00bpwVvjN via @FoodNavigator @CScottThomas
Information,Merck,"Ã¢â‚¬Å“The promise of #bigdata in serving patients hinges on good standardsÃ¢â‚¬Âù Ã¢â‚¬â€œM. Rosenblatt, CMO, Merck @HIMSS #HealthInnovation"
Information,Merck,Ã¢â‚¬Å“We saw growth in many key areas of our human health portfolio.Ã¢â‚¬Âù -K. Frazier $MRK
Information,Merck,Ã¢â‚¬Å“We want to focus on our top customers and improve health outcomes.Ã¢â‚¬Âù Ã¢â‚¬â€œ A. Schechter #MRKBiz14
Information,Merck,A1: Our Fellowship program helps NGOs solve global health issues while Fellows gain local learnings. http://t.co/XbtP3jh6oJ  #WhyProBono
Information,Merck,A3: Our Fellowship program helps solve global health issues by working w/ NGOs to increase their capabilities. #WhyProBono
Information,DanoneGroup,"ActiVida aims to preserve older &amp; vulnerable peopleÃ¢â‚¬â„¢s physical, health &amp; social connectedness through nutrition and physical exercise"
Action,Merck,"An interactive, user-friendly version of the new Guide to Health Insurance is now on MerckEngage!  Check it out: http://t.co/yzPDn7fis3"
Information,Nestle,"Arianna Huffington ""Despite huge challenges we're facing-we're at tipping point of recognising that health is wealth"" #wef2014 @ariannahuff"
Information,Citi,"Awarding Venezuelan Microentrepreneurs Ã¢â‚¬â€œ From rehab centers to bakery shops, they're doing good for society! http://t.co/u3rcd4Gx2P #CitiCMA"
Information,Nestle,"Barbara Rolls ""Diet and exercise are needed for your general health, we're not just talking about obesity."" #NINS2013"
